student_id,age,gender,year_of_study,course,attendance_percentage,cgpa,study_hours_per_day,assignment_workload,exam_frequency,academic_pressure,sleep_hours,sleep_quality,screen_time_hours,physical_activity_hours,social_interaction_hours,breaks_per_day,hobbies_hours_per_week,days_off_per_week,academic_pressure_score,lifestyle_balance_score,burnout_score,burnout_risk
STU0179,24,Male,1,Commerce,87.5,7.62,3.2,3,0,2,8.9,10,6.3,9.3,11.3,4,12.3,1,17.61,75.21,30.98,Moderate
STU0180,19,Male,2,Computer Science,81.5,8.6,6.8,7,3,6,5.2,6,10.5,3.3,10.7,5,4.7,2,53.42,41.67,67.48,High
STU0181,20,Female,3,Engineering,88.4,7.73,4.5,4,3,3,7.9,10,6.4,8.0,13.1,4,9.1,1,33.47,69.05,22.7,Low
STU0182,19,Female,1,Engineering,87.9,7.27,5.9,5,5,5,6.1,5,8.0,2.9,12.5,3,5.2,2,50.93,43.6,51.3,Moderate
STU0183,23,Female,1,Computer Science,85.9,6.45,5.5,6,3,5,5.9,7,10.9,4.5,14.8,5,5.8,2,49.07,49.46,36.78,Moderate
STU0184,22,Female,4,Commerce,72.8,8.19,5.1,6,2,6,6.3,5,6.6,2.8,11.5,4,6.1,1,48.36,45.32,61.2,High
STU0185,19,Male,1,Commerce,76.1,7.03,5.4,6,2,5,6.2,6,6.9,3.4,7.3,3,6.0,1,46.66,43.84,50.37,Moderate
STU0186,21,Male,4,Design,70.1,8.31,6.0,7,2,6,4.6,4,11.4,4.5,2.6,4,3.4,1,52.13,29.55,43.46,Moderate
STU0187,22,Female,4,Design,72.2,6.95,6.3,7,4,6,6.2,4,10.1,2.9,10.9,3,3.1,1,60.3,35.93,70.95,High
STU0188,21,Female,2,Computer Science,81.8,7.99,4.2,2,0,3,7.8,10,6.9,5.7,15.7,5,7.0,3,19.33,69.22,31.82,Moderate
STU0189,20,Male,1,Arts,87.3,6.57,3.2,4,1,1,9.4,10,2.5,7.1,13.0,6,11.8,2,21.83,82.4,12.26,Low
STU0190,19,Male,1,Design,85.6,6.27,1.6,2,2,1,9.0,9,5.5,6.8,14.7,5,10.6,2,18.73,74.48,20.69,Low
STU0191,19,Female,3,Business,76.0,7.25,6.0,4,2,4,7.7,8,5.9,5.1,10.7,3,7.3,1,37.92,57.72,44.83,Moderate
STU0192,23,Male,3,Computer Science,84.5,7.56,5.2,4,1,4,6.9,9,8.3,4.4,10.4,5,12.6,2,32.32,60.84,43.88,Moderate
STU0193,23,Male,4,Arts,87.6,8.61,6.0,5,1,5,6.7,6,9.1,4.6,10.6,4,8.7,1,36.83,49.23,39.17,Moderate
STU0194,21,Female,4,Design,73.2,8.97,7.6,8,1,9,6.2,2,11.2,2.0,7.4,1,1.3,0,61.63,22.86,76.95,High
STU0195,20,Female,3,Business,70.7,6.44,5.2,6,1,7,6.0,4,8.8,3.8,5.7,4,5.4,1,52.04,38.39,55.05,Moderate
STU0196,20,Male,1,Computer Science,94.2,7.04,4.7,5,1,3,7.9,8,9.7,6.1,9.5,4,9.7,3,30.59,60.99,37.86,Moderate
STU0197,21,Male,1,Design,77.8,7.12,5.6,6,2,6,6.5,5,9.9,4.5,7.1,4,3.8,2,49.72,42.56,55.94,Moderate
STU0198,23,Male,4,Arts,84.0,7.35,4.2,3,0,3,8.1,9,4.6,4.1,16.1,5,8.4,2,22.81,68.13,13.7,Low
STU0199,23,Female,1,Commerce,84.1,7.03,5.9,8,2,6,5.5,7,7.1,3.6,6.9,2,4.1,1,54.63,40.85,51.54,Moderate
STU0200,22,Female,1,Commerce,78.6,6.79,5.9,5,3,4,8.1,9,6.4,4.6,9.1,5,9.2,2,43.94,63.84,30.93,Moderate
STU0201,21,Male,3,Arts,75.2,8.4,4.6,6,0,5,6.7,7,8.6,5.2,11.0,4,9.3,2,37.86,54.64,35.52,Moderate
STU0202,19,Male,2,Medicine,83.9,8.15,4.6,3,1,2,9.0,10,7.6,9.9,17.3,7,9.4,2,21.49,81.38,22.4,Low
STU0203,19,Female,4,Commerce,70.5,7.92,7.7,8,4,6,6.4,5,9.5,6.9,7.7,4,6.7,1,62.91,46.91,52.53,Moderate
STU0204,23,Male,3,Medicine,73.4,7.28,5.3,4,1,4,7.5,7,5.8,7.0,13.8,6,8.1,1,34.72,64.29,37.68,Moderate
STU0205,21,Male,1,Arts,78.7,7.04,5.8,6,3,8,5.3,1,9.8,3.8,9.5,4,2.7,1,59.54,30.33,56.3,Moderate
STU0206,18,Male,4,Computer Science,84.5,7.64,6.1,4,4,3,7.8,8,8.7,6.2,15.2,3,8.3,2,38.6,61.01,36.33,Moderate
STU0207,19,Male,1,Medicine,95.0,7.37,6.4,5,2,4,8.5,9,8.3,8.3,14.8,3,7.5,3,37.66,69.22,45.34,Moderate
STU0208,21,Male,2,Commerce,86.5,7.77,4.9,5,1,4,7.9,8,6.2,7.4,9.5,3,6.5,1,34.16,60.27,30.82,Moderate
STU0209,18,Female,2,Design,91.0,8.35,4.8,5,2,2,5.8,9,6.3,6.9,14.9,6,9.8,2,28.69,65.38,37.47,Moderate
STU0210,19,Male,1,Commerce,77.3,6.8,5.7,6,3,4,6.7,6,9.2,3.9,7.5,5,5.8,2,46.76,47.49,38.64,Moderate
STU0211,20,Female,2,Business,65.9,7.28,5.2,4,0,3,7.5,8,4.1,3.7,9.7,5,8.8,2,29.55,61.8,40.13,Moderate
STU0212,21,Male,1,Arts,87.8,7.03,3.5,2,3,3,7.9,10,7.3,4.5,13.0,5,6.2,3,28.34,65.36,24.87,Low
STU0213,21,Female,2,Computer Science,67.3,6.67,7.0,7,3,7,5.9,4,9.4,4.8,6.8,3,4.6,1,62.5,37.68,57.06,Moderate
STU0214,19,Male,2,Engineering,64.6,7.35,7.9,10,3,8,4.7,3,8.8,2.5,7.1,2,1.7,0,74.23,25.12,82.37,Very High
STU0215,21,Female,3,Computer Science,85.7,8.27,6.2,3,4,6,7.3,8,7.2,3.7,12.5,5,10.9,3,44.66,62.12,23.31,Low
STU0216,19,Female,4,Engineering,86.0,8.42,6.2,4,0,4,8.2,9,8.0,5.1,10.4,4,9.2,2,28.47,62.43,31.64,Moderate
STU0217,20,Female,1,Medicine,89.7,7.75,6.0,5,1,4,6.5,8,7.3,4.5,8.6,4,6.9,2,34.58,53.38,47.65,Moderate
STU0218,21,Female,2,Business,70.3,6.22,3.6,5,4,6,6.0,6,6.3,0.0,9.0,4,5.7,2,54.03,42.42,42.08,Moderate
STU0219,21,Male,2,Business,86.0,7.74,4.5,3,2,3,8.2,9,7.6,4.8,10.0,4,9.4,2,28.07,62.38,31.67,Moderate
STU0220,22,Male,1,Computer Science,82.2,6.66,3.8,5,2,5,7.7,6,7.3,4.1,11.3,5,9.1,2,42.14,56.94,33.4,Moderate
STU0221,21,Male,4,Computer Science,71.2,7.33,7.0,9,2,8,6.2,4,8.6,2.2,4.3,3,2.2,1,66.64,32.71,61.76,High
STU0222,21,Female,3,Commerce,68.7,7.27,5.7,7,4,6,6.8,6,8.1,4.4,6.7,3,5.7,1,59.85,45.16,58.11,Moderate
STU0223,19,Female,1,Medicine,84.2,8.2,7.0,5,2,6,7.4,9,6.4,5.5,9.3,5,6.1,2,45.24,61.22,45.65,Moderate
STU0224,20,Female,2,Engineering,80.2,7.01,4.8,4,3,4,7.6,8,7.4,5.8,11.2,5,5.4,2,39.62,59.91,43.39,Moderate
STU0225,19,Female,1,Business,78.0,7.48,3.4,5,2,4,4.7,4,9.7,4.8,12.4,3,7.3,2,37.81,40.17,57.78,Moderate
STU0226,19,Male,3,Arts,83.8,7.55,6.6,8,2,7,6.2,4,7.0,4.9,3.1,3,5.1,1,57.73,39.94,57.1,Moderate
STU0227,25,Female,1,Engineering,98.2,7.57,4.4,3,4,3,8.1,8,5.9,3.7,11.0,5,7.6,2,32.24,61.28,30.88,Moderate
STU0228,20,Female,4,Business,81.8,7.04,5.2,5,1,2,7.2,8,7.2,5.8,15.7,5,10.2,2,29.74,64.45,35.68,Moderate
STU0229,23,Female,4,Engineering,76.1,8.65,6.3,5,3,4,8.1,10,9.1,6.3,11.4,5,9.1,2,41.59,66.03,45.99,Moderate
STU0230,21,Female,2,Design,79.9,7.34,7.3,7,0,7,6.4,6,8.2,3.2,8.7,5,8.4,1,50.53,47.41,46.27,Moderate
STU0231,22,Male,3,Medicine,75.6,7.44,7.5,7,0,5,6.5,8,9.1,7.3,9.8,4,8.7,2,44.58,57.3,45.7,Moderate
STU0232,20,Male,4,Computer Science,62.0,8.05,7.6,8,3,8,4.5,5,9.7,3.4,8.9,4,1.3,1,67.69,33.0,70.67,High
STU0233,21,Female,3,Arts,69.5,7.23,4.9,4,1,5,7.7,9,4.4,4.8,10.8,5,8.1,2,38.45,65.42,36.74,Moderate
STU0234,20,Female,1,Medicine,84.7,7.65,6.9,9,5,6,6.0,6,8.5,2.2,11.7,3,6.2,1,66.11,41.95,64.76,High
STU0235,19,Female,2,Design,80.6,7.64,5.5,3,2,4,6.7,8,7.2,7.3,9.6,4,9.5,1,33.31,58.83,42.44,Moderate
STU0236,21,Female,4,Engineering,74.0,6.66,8.1,8,1,7,5.1,6,11.6,1.8,6.4,3,4.6,2,59.09,33.15,64.79,High
STU0237,19,Female,3,Computer Science,63.1,7.72,6.6,4,1,5,7.6,8,8.7,3.4,10.3,5,5.4,2,40.12,54.36,42.74,Moderate
STU0238,18,Male,3,Computer Science,100.0,8.73,4.8,3,1,2,7.3,9,6.3,4.9,16.9,3,10.3,2,18.01,64.25,25.94,Low
STU0239,21,Male,4,Medicine,83.7,8.15,6.5,6,1,3,6.2,9,5.5,5.2,11.2,6,11.2,2,34.77,63.98,43.07,Moderate
STU0240,19,Male,4,Commerce,83.7,8.04,7.9,7,2,5,4.5,5,6.6,3.3,12.5,4,8.2,2,48.57,44.49,54.76,Moderate
STU0241,24,Female,4,Engineering,70.0,7.61,5.5,5,3,4,7.1,8,7.3,4.9,12.2,5,8.0,1,43.68,57.81,51.4,Moderate
STU0242,24,Female,1,Commerce,86.9,7.3,2.6,1,1,2,9.3,9,6.6,4.1,13.8,5,7.2,2,15.18,67.31,24.8,Low
STU0243,23,Male,3,Commerce,72.8,7.69,5.2,4,2,5,6.9,7,8.9,6.4,12.1,4,8.7,1,40.38,55.14,47.47,Moderate
STU0244,20,Male,3,Commerce,78.2,7.75,7.0,8,2,9,6.0,5,7.3,1.4,3.5,2,0.7,1,65.33,31.45,71.08,High
STU0245,18,Male,3,Medicine,84.8,7.81,7.5,7,5,6,5.8,7,7.9,4.5,8.9,5,6.7,1,60.77,48.62,51.88,Moderate
STU0246,23,Female,3,Business,93.6,7.52,3.1,5,2,3,7.5,5,7.6,6.3,8.1,7,9.3,2,31.56,58.69,18.2,Low
STU0247,20,Male,1,Medicine,76.6,8.51,8.2,7,3,7,4.5,5,9.0,2.2,7.2,4,4.1,0,58.88,31.35,51.45,Moderate
STU0248,25,Female,4,Medicine,79.5,7.79,10.1,9,2,8,5.9,3,9.5,1.8,6.2,4,7.2,2,67.07,35.74,71.95,High
STU0249,25,Male,3,Computer Science,65.9,7.35,7.0,6,0,6,6.5,5,12.3,2.2,4.1,3,5.7,2,46.49,34.86,59.99,Moderate
STU0250,22,Male,1,Engineering,71.7,6.33,6.2,8,0,5,6.8,7,7.5,4.9,14.7,5,6.7,1,48.78,55.44,46.69,Moderate
STU0251,19,Male,2,Computer Science,79.1,6.99,4.9,2,2,1,7.9,8,6.6,7.6,11.9,7,10.4,1,21.36,68.91,28.08,Low
STU0252,20,Female,1,Commerce,79.9,7.24,6.1,5,0,5,6.2,9,8.4,6.5,17.6,3,8.3,2,37.48,60.1,33.7,Moderate
STU0253,22,Male,2,Engineering,68.7,7.17,6.7,7,5,7,6.4,5,8.1,5.2,5.0,1,3.2,1,67.18,38.54,58.87,Moderate
STU0254,20,Female,1,Engineering,82.1,7.17,5.8,4,1,5,5.6,6,9.3,4.7,10.0,5,5.6,1,37.2,44.88,44.03,Moderate
STU0255,19,Female,2,Design,81.9,7.93,7.0,8,3,7,5.2,5,9.9,2.8,7.3,2,0.0,1,60.74,29.7,71.55,High
STU0256,21,Female,3,Engineering,89.0,7.74,4.4,3,1,5,8.1,7,7.9,5.7,12.8,6,9.3,1,31.16,61.93,42.41,Moderate
STU0257,24,Male,3,Engineering,78.7,6.32,7.2,6,1,5,6.4,6,6.7,4.3,8.9,4,8.0,2,45.91,51.04,49.89,Moderate
STU0258,21,Female,3,Computer Science,90.3,8.38,5.5,4,1,4,7.8,9,7.7,7.6,14.1,7,9.6,1,30.23,69.58,31.07,Moderate
STU0259,21,Female,4,Design,83.1,6.79,6.3,8,2,7,6.0,5,11.4,1.1,9.7,4,1.7,1,58.86,32.54,62.76,High
STU0260,19,Male,1,Computer Science,80.2,8.23,5.9,5,2,5,7.0,7,8.7,2.6,11.3,5,6.1,2,41.61,50.74,42.49,Moderate
STU0261,21,Female,1,Medicine,86.3,8.49,3.9,2,1,2,8.3,9,4.1,8.0,15.3,5,12.6,3,17.16,79.2,4.14,Low
STU0262,27,Male,4,Medicine,67.1,7.52,10.1,8,3,6,7.4,8,7.7,3.1,7.0,2,5.0,1,63.14,47.16,64.52,High
STU0263,19,Female,1,Commerce,82.8,8.82,3.9,5,0,4,6.1,7,4.9,4.7,7.8,5,3.9,2,29.19,52.49,43.56,Moderate
STU0264,20,Female,4,Commerce,70.2,8.02,9.3,8,5,9,4.9,3,9.3,3.7,6.8,3,0.9,1,77.13,29.15,76.2,High
STU0265,22,Male,4,Design,70.8,7.12,7.3,9,2,8,5.2,6,7.9,1.2,7.3,3,5.2,1,67.31,35.99,70.32,High
STU0266,21,Female,2,Computer Science,96.2,6.75,4.9,1,0,2,9.7,10,6.0,5.6,15.2,6,13.4,2,13.47,79.14,30.38,Moderate
STU0267,21,Female,4,Engineering,76.5,7.77,8.0,8,2,8,4.6,4,9.8,2.3,3.5,3,4.9,1,63.08,28.3,63.55,High
STU0268,21,Male,1,Engineering,88.4,6.89,5.2,3,1,3,6.7,8,4.9,3.8,6.8,6,10.7,2,26.67,59.8,35.77,Moderate
STU0269,20,Male,2,Computer Science,85.6,6.9,4.4,5,0,3,7.1,10,7.9,7.4,10.7,7,8.9,3,29.01,69.89,20.25,Low
STU0270,19,Male,3,Engineering,82.0,8.12,6.7,5,2,6,5.5,5,10.4,4.4,9.2,3,6.0,1,45.49,38.58,66.5,High
STU0271,22,Female,2,Engineering,82.4,6.7,7.4,6,1,6,4.7,5,8.5,6.5,9.1,3,6.0,2,48.16,43.25,53.05,Moderate
STU0272,22,Female,4,Medicine,64.0,8.69,8.4,6,3,4,8.3,7,6.1,4.5,9.9,6,5.3,2,48.07,60.32,28.78,Low
STU0273,22,Male,1,Commerce,84.2,6.61,3.7,3,3,5,7.5,9,5.9,6.2,15.3,6,12.8,2,39.26,71.85,30.91,Moderate
STU0274,23,Male,3,Engineering,87.0,8.54,3.9,5,3,3,7.8,10,6.5,6.5,14.5,6,8.3,2,34.63,70.73,41.68,Moderate
STU0275,20,Male,3,Commerce,75.6,7.04,6.1,7,2,7,5.1,6,9.2,0.0,5.9,3,3.3,2,56.75,32.11,67.77,High
STU0276,20,Male,3,Engineering,82.0,7.12,3.9,4,0,3,7.1,9,7.0,4.0,14.3,6,8.4,2,26.05,62.71,44.08,Moderate
STU0277,22,Male,1,Engineering,84.6,8.68,8.2,8,2,7,5.2,6,7.9,3.1,13.1,3,2.6,2,57.04,41.67,56.86,Moderate
STU0278,21,Female,2,Medicine,67.1,7.72,10.3,9,2,7,5.6,5,6.9,3.9,6.3,3,7.3,2,66.09,43.24,67.64,High
STU0279,21,Female,4,Computer Science,80.7,7.71,7.6,10,2,8,4.8,5,12.5,4.1,3.3,3,5.9,1,67.7,30.69,71.31,High
STU0280,22,Male,1,Computer Science,78.6,6.33,3.5,4,1,4,7.8,9,6.8,6.1,7.2,6,6.2,1,33.93,61.41,38.88,Moderate
STU0281,23,Female,4,Engineering,79.3,7.77,6.9,5,1,5,7.1,7,8.1,6.1,11.1,3,5.5,2,40.36,53.97,35.87,Moderate
STU0282,20,Female,3,Arts,87.5,6.89,5.4,6,3,6,5.6,4,7.6,2.7,10.0,3,6.9,2,51.32,40.55,32.39,Moderate
STU0283,20,Male,3,Design,79.3,7.32,2.2,3,2,2,7.9,10,4.0,7.6,15.9,7,12.3,1,24.64,78.51,22.65,Low
STU0284,19,Male,3,Computer Science,89.1,7.36,3.1,1,1,1,8.9,10,6.1,9.5,18.8,7,9.4,3,11.8,84.64,0.0,Low
STU0285,21,Female,1,Business,77.0,6.87,4.9,4,1,3,8.9,9,8.6,8.5,14.4,6,9.0,1,31.13,71.54,34.29,Moderate
STU0286,18,Female,3,Design,84.8,7.95,7.1,7,4,6,5.7,5,10.6,4.4,6.9,4,5.0,1,57.2,38.35,56.28,Moderate
STU0287,20,Female,4,Commerce,74.9,7.09,9.0,6,2,9,5.3,3,5.5,1.7,3.4,1,2.6,1,63.09,28.61,60.96,High
STU0288,20,Male,2,Business,87.6,8.53,5.7,6,1,5,6.2,5,9.9,3.6,11.4,4,3.5,1,39.49,40.64,42.95,Moderate
STU0289,19,Male,4,Engineering,59.7,8.45,9.5,10,3,8,4.8,3,10.2,2.0,6.3,2,3.2,1,74.55,25.31,75.2,High
STU0290,21,Female,2,Computer Science,96.4,9.08,8.4,5,3,5,5.6,6,9.9,4.3,9.5,3,5.5,2,42.58,42.44,57.25,Moderate
STU0291,18,Female,1,Medicine,71.0,7.75,7.5,9,3,7,5.5,6,7.0,3.1,13.4,4,0.6,1,66.06,41.97,59.83,Moderate
STU0292,18,Male,2,Medicine,78.0,8.34,5.4,6,1,4,7.2,9,6.3,6.5,8.4,6,11.6,1,37.82,65.07,30.7,Moderate
STU0293,22,Female,4,Medicine,76.9,8.01,10.0,9,1,9,5.5,6,8.0,5.4,6.6,3,6.6,1,67.39,43.62,56.31,Moderate
STU0294,20,Male,2,Commerce,98.4,8.78,5.9,5,3,7,6.7,6,8.2,4.0,4.9,4,6.9,2,47.33,46.98,62.33,High
STU0295,19,Other,4,Arts,83.4,7.83,4.8,5,2,5,7.8,7,4.5,1.6,10.6,3,7.2,1,40.83,52.59,43.77,Moderate
STU0296,20,Female,4,Business,75.9,8.0,4.7,5,3,4,6.1,7,6.2,5.9,16.4,5,7.9,2,41.38,59.76,20.28,Low
STU0297,21,Male,2,Business,90.4,9.31,6.4,5,0,6,7.0,7,7.9,4.2,8.4,4,2.6,1,35.86,47.37,41.3,Moderate
STU0298,19,Female,1,Design,85.0,8.0,3.9,3,0,2,8.9,9,8.3,5.1,16.0,7,8.4,2,17.97,70.1,13.18,Low
STU0299,21,Female,3,Arts,74.6,7.24,4.7,6,1,5,6.8,7,4.0,5.1,16.3,3,9.8,1,42.97,60.15,36.78,Moderate
STU0300,19,Male,2,Computer Science,78.4,6.02,6.7,10,0,8,6.5,4,9.0,2.1,9.1,3,3.8,2,64.15,38.09,54.2,Moderate
STU0301,18,Female,4,Engineering,67.6,7.61,11.5,9,4,9,3.7,2,9.7,0.5,4.5,3,0.0,2,79.86,18.71,94.88,Very High
STU0302,20,Other,2,Medicine,66.6,7.43,6.1,6,0,3,6.9,7,5.5,4.6,11.0,5,8.2,1,35.49,56.73,41.77,Moderate
STU0303,20,Male,2,Business,86.1,6.92,6.8,6,4,8,5.8,4,8.5,2.5,5.5,4,5.0,1,62.34,35.85,71.25,High
STU0304,21,Female,3,Medicine,82.2,6.85,4.2,2,2,3,9.0,9,5.7,7.6,12.6,7,8.3,2,27.16,75.37,40.08,Moderate
STU0305,21,Female,2,Design,71.1,7.39,8.8,7,1,8,3.4,1,10.9,1.7,9.7,2,4.0,0,59.5,17.29,73.29,High
STU0306,25,Female,2,Computer Science,87.6,6.12,4.2,6,0,4,7.6,8,8.8,5.6,9.0,4,6.5,2,35.92,56.38,58.91,Moderate
STU0307,20,Female,2,Engineering,67.7,9.0,9.8,8,2,6,6.5,6,8.8,6.0,8.4,3,5.2,0,57.33,44.75,44.8,Moderate
STU0308,20,Female,2,Design,76.5,5.04,4.5,4,0,2,8.3,9,6.4,5.9,12.7,7,9.6,2,27.6,70.93,38.91,Moderate
STU0309,22,Female,2,Computer Science,75.2,7.28,6.7,5,2,4,5.8,6,11.5,3.7,9.5,6,5.8,2,41.36,44.22,50.05,Moderate
STU0310,19,Female,4,Engineering,79.3,7.15,6.0,6,1,5,7.2,6,8.3,5.5,9.2,4,4.8,1,43.42,49.63,53.43,Moderate
STU0311,20,Male,2,Engineering,85.6,8.23,7.2,6,3,5,8.4,7,8.4,4.5,11.7,5,8.6,2,47.57,59.81,42.81,Moderate
STU0312,18,Male,2,Engineering,75.2,8.94,9.2,5,5,7,6.8,6,8.4,4.1,11.6,4,4.7,1,59.68,47.4,61.05,High
STU0313,18,Male,3,Commerce,60.3,6.05,4.8,7,2,6,6.0,7,5.1,5.8,9.3,4,7.3,1,56.53,53.72,54.59,Moderate
STU0314,25,Female,1,Engineering,85.4,7.75,5.1,6,5,5,6.2,7,6.7,5.5,11.4,4,8.4,2,52.66,55.45,47.88,Moderate
STU0315,22,Female,2,Medicine,89.9,7.55,5.1,6,2,4,7.6,8,6.6,4.0,13.4,5,8.5,3,39.91,62.96,39.55,Moderate
STU0316,21,Male,4,Computer Science,75.5,7.5,3.4,5,2,2,8.4,10,6.3,6.6,11.5,6,11.4,2,31.53,73.4,42.25,Moderate
STU0317,20,Female,3,Design,78.6,7.13,7.3,8,2,8,4.2,4,11.6,0.5,4.5,1,5.9,1,63.21,21.05,65.61,High
STU0318,19,Female,3,Engineering,69.1,7.34,7.0,8,3,6,6.8,7,9.2,3.0,9.8,3,5.7,2,60.53,46.68,68.49,High
STU0319,19,Male,3,Commerce,77.8,6.27,4.5,2,1,3,7.3,8,4.2,7.5,13.5,5,9.6,3,26.11,70.91,21.99,Low
STU0320,19,Male,1,Design,92.7,7.47,5.6,6,2,7,4.5,4,9.2,2.0,7.9,3,4.8,0,49.99,28.72,65.63,High
STU0321,20,Male,3,Computer Science,79.4,7.4,7.9,5,5,7,5.5,7,9.9,3.5,7.1,3,3.1,1,60.46,38.16,63.24,High
STU0322,21,Female,2,Business,90.8,8.57,8.4,6,5,7,5.7,5,6.2,5.6,6.8,4,6.6,1,59.81,46.25,61.5,High
STU0323,21,Male,3,Commerce,88.2,8.72,4.1,2,2,4,6.9,8,5.7,6.3,12.2,6,9.9,2,26.29,65.37,32.74,Moderate
STU0324,19,Male,2,Engineering,70.8,5.84,6.3,8,0,7,6.2,5,9.3,2.6,12.9,4,5.9,1,56.49,42.18,61.06,High
STU0325,24,Male,1,Computer Science,79.6,7.38,6.5,4,5,6,5.3,5,12.4,4.1,5.6,4,6.3,1,53.18,34.9,63.92,High
STU0326,21,Male,1,Arts,77.3,6.7,5.8,3,1,8,5.3,5,8.3,2.6,10.0,4,3.3,1,46.01,37.58,55.66,Moderate
STU0327,21,Male,4,Design,68.1,7.03,9.7,10,5,10,5.1,2,10.3,1.6,4.0,1,5.6,0,88.35,21.32,92.89,Very High
STU0328,21,Male,2,Computer Science,70.1,8.58,9.9,6,2,8,5.2,3,10.8,1.5,6.5,3,5.6,1,58.82,27.96,69.36,High
STU0329,20,Female,2,Engineering,99.1,8.26,3.8,6,2,3,7.7,10,4.9,7.1,12.3,5,7.7,2,32.77,70.45,44.31,Moderate
STU0330,19,Male,1,Design,81.0,7.56,5.6,5,2,6,7.2,7,9.4,4.0,7.1,4,2.5,1,45.68,45.19,48.58,Moderate
STU0331,20,Male,1,Commerce,88.3,8.51,5.5,6,3,6,7.6,9,7.6,4.9,14.3,4,6.5,2,48.57,61.03,38.26,Moderate
STU0332,21,Male,3,Design,90.4,8.35,6.1,4,0,4,8.1,9,8.9,6.7,15.2,5,9.2,3,27.77,68.82,32.93,Moderate
STU0333,18,Female,3,Medicine,87.0,7.45,6.2,5,0,2,7.7,9,7.0,4.6,12.4,5,7.6,3,26.03,64.26,20.16,Low
STU0334,19,Female,2,Commerce,89.0,7.42,4.2,3,1,2,8.7,10,5.9,5.1,14.4,6,8.1,3,21.52,73.38,32.25,Moderate
STU0335,18,Male,1,Engineering,100.0,7.46,5.4,3,3,4,5.9,8,6.8,5.4,13.6,5,6.7,2,33.29,57.21,35.4,Moderate
STU0336,18,Male,3,Computer Science,84.2,6.83,4.1,3,0,4,8.0,9,6.8,2.2,10.5,5,8.5,3,26.89,61.39,39.64,Moderate
STU0337,22,Male,1,Commerce,89.6,7.51,7.1,6,4,7,6.1,3,10.2,2.8,8.6,3,4.0,2,57.69,34.83,64.17,High
STU0338,21,Male,1,Arts,96.7,7.86,3.2,5,2,3,6.3,5,7.1,6.7,10.3,3,7.8,1,30.56,49.87,40.03,Moderate
STU0339,20,Male,2,Engineering,64.8,7.3,9.8,10,3,9,5.1,5,12.5,3.0,5.9,2,2.2,0,79.2,25.81,79.14,High
STU0340,19,Male,2,Medicine,72.7,7.63,8.1,7,4,7,6.2,6,10.3,5.5,8.5,3,4.5,1,63.92,42.66,49.9,Moderate
STU0341,20,Male,1,Commerce,85.7,5.62,3.1,2,0,3,8.6,10,3.9,6.5,16.3,7,8.9,3,21.71,80.24,17.67,Low
STU0342,20,Male,3,Medicine,78.1,6.97,8.8,10,3,8,5.6,5,8.0,1.6,8.0,1,6.3,1,73.37,34.53,75.44,High
STU0343,19,Male,3,Business,75.7,7.88,5.5,5,3,5,7.6,7,7.5,1.7,10.0,4,7.9,1,45.61,50.13,37.78,Moderate
STU0344,20,Female,4,Design,62.2,6.16,6.0,6,4,6,6.5,7,10.1,4.1,12.6,3,2.8,1,60.26,44.23,62.44,High
STU0345,20,Female,2,Computer Science,94.1,8.46,6.5,5,4,3,7.4,8,8.3,7.2,12.4,5,9.7,1,38.74,62.2,44.75,Moderate
STU0346,21,Male,1,Arts,67.6,6.31,4.9,7,1,7,6.8,6,8.4,3.9,10.0,1,4.8,1,55.3,42.62,51.5,Moderate
STU0347,21,Female,2,Design,90.0,7.5,4.5,3,1,2,6.9,9,7.5,5.5,10.0,4,6.6,2,21.47,57.96,41.73,Moderate
STU0348,18,Female,4,Business,92.1,8.48,3.3,4,1,1,7.7,8,6.1,6.8,14.5,5,8.5,3,17.93,68.58,30.77,Moderate
STU0349,20,Female,3,Commerce,87.2,8.0,3.9,4,2,2,7.4,10,4.3,7.7,16.1,5,12.4,2,26.38,76.21,35.44,Moderate
STU0350,21,Female,3,Business,69.9,5.92,4.8,2,1,3,9.5,9,7.1,6.6,12.0,5,6.2,2,28.26,69.48,32.15,Moderate
STU0351,20,Female,1,Computer Science,79.3,7.32,5.4,4,3,3,7.4,10,10.1,6.2,12.7,5,11.6,2,36.42,65.04,32.6,Moderate
STU0352,22,Female,2,Engineering,93.0,7.46,6.9,4,3,4,6.5,9,6.5,5.4,11.5,5,7.0,1,38.48,58.42,48.8,Moderate
STU0353,21,Male,1,Business,82.7,7.97,4.9,4,1,5,6.1,5,6.2,4.7,6.3,5,8.2,1,35.02,48.11,43.55,Moderate
STU0354,19,Male,3,Computer Science,82.9,8.69,7.9,10,2,9,5.3,5,11.3,1.7,1.9,1,0.1,1,69.28,22.84,80.27,Very High
STU0355,18,Female,4,Computer Science,80.0,8.17,8.0,9,3,8,4.7,4,6.4,1.1,4.0,3,1.6,1,67.61,28.76,66.04,High
STU0356,21,Female,4,Design,68.7,7.07,5.8,7,2,5,5.8,8,10.0,5.5,11.8,2,5.5,1,50.93,46.27,48.25,Moderate
STU0357,18,Male,3,Business,83.4,7.22,3.7,3,1,1,7.8,9,5.0,3.2,11.8,7,8.6,2,19.04,65.95,20.98,Low
STU0358,21,Female,2,Computer Science,67.7,8.86,8.3,9,3,8,4.9,1,10.8,2.5,6.9,3,1.5,2,68.76,24.4,82.79,Very High
